新闻id,时间,内容,risk_score,risk_label,risk_types,primary_risk_type,reason,confidence,summary,gold_source
79,2026-04-20 09:55:15,Vercel 披露安全漏洞，可能影响加密应用 API 密钥 Vercel 近日披露了一起安全漏洞，可能导致加密应用的 API 密钥泄露。据 NS3 报道，公司表示，一个与 Context.ai 相关的 Google Workspace 连接被攻破，攻击者借此提升了对内部环境的访问权限。Vercel 还指出，目前没有证据显示标记为敏感的环境变量被访问。,40,medium,"[""基础设施 / 协议层异常风险""]",基础设施 / 协议层异常风险,新闻明确报道了一起安全漏洞事件，攻击者已获得内部环境的提升访问权限，属于基础设施层面的异常风险，但尚无敏感数据被访问的实际证据，因此风险级别为中低。LLMa 类别准确，分数略高；LLMb 类别错误（非链上漏洞），分数稍低，综合后调整为 4 分。,0.8,Vercel披露安全漏洞，可能影响加密应用API密钥安全，尚无敏感数据访问证据。,human_adjudicated
80,2026-04-20 09:49:10,AI工具漏洞可能导致Web3钱包凭证泄露 据CoinDesk报道，AI工具的安全漏洞可能导致用于应用程序前端的凭证泄露。这些前端连接Web3钱包和交易接口与后端服务。,20,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻明确指出AI工具存在安全漏洞，可能引发Web3钱包凭证泄露，但尚未发生实际攻击或损失，属于潜在轻微风险。LLMa的6.8分过度夸大了风险强度，LLMb的3分仍略高，调整为2分更符合‘轻微风险’的界定。,0.95,AI工具漏洞可能泄露Web3钱包凭证,human_adjudicated
81,2026-04-20 09:43:40,"AI趋势 | 香港财政司司长陈茂波：AI与Web3结合将改变游戏规则 香港财政司司长陈茂波在 2026 香港 Web3 嘉年华发表开幕演讲表示，今年人工智能代理的兴起是另一个值得注意的里程碑。据 Foresight News 报道，人工智能领域和 Web3 等技术的交叉点正在改变游戏规则。二者结合将提升交易效率，并覆盖金融、贸易、财富管理等领域。

陈茂波指出，这种结合将创造大量新机遇，但也会带来基础设施支付与结算系统和监管规则方面的问题。香港在 Web3 和 AI 上的方针一直很明确，即在一国两制原则下保持一致。香港作为国际金融中心拥抱创新，稳定币、代币化和 AI 等正在成为主流未来的重要组成部分。香港监管机构肩负着审慎监管和促进市场发展的双重使命，要求我们鼓励和支持更多创新应用，以开放、均衡的态度紧跟时代变化。",8,low,[],无明显风险,新闻为香港财政司司长的官方讲话，肯定了AI与Web3结合的正面趋势，提及潜在挑战但未见任何已发生的负面事件、攻击、损失或监管执法，整体风险较低。,0.95,香港财政司司长表示AI与Web3结合将带来机遇与挑战，监管持开放审慎态度。,agreement_candidate
82,2026-04-20 09:33:37,"Solana 生态借贷协议稳定币利率上涨 在 KelpDAO rsETH 黑客事件后，Solana 生态多个借贷协议的稳定币借贷利率与利用率出现上涨。据 BlockBeats 报道，Jupiter Lend 上 USDC 利用率飙升至约 99%，借贷利率现报 4.36%。

Kamino Prime Market 上 USDC 利用率接近 96%，借贷利率现报 8.92%。Kamino Main Market 上 USDC 利用率约 95.75%，借贷利率现报 10.2%。

Save Finance 借贷利用率升至超 70%，借贷利率现报 3.9%。Marginfi 上 USDC 借贷利用率升至 88.32%，借贷利率现报 7.65%。",0,low,[],无明显风险,新闻内容是描述市场利率和利用率变化，并无明确风险事件。LLMa将高利用率直接等同于流动性风险，但无实际风险发生的证据，属于过度标注；LLMb虽判断风险较低，但给出7分（0-10分制）的高风险分数，且风险类型为空，逻辑矛盾。两者均不合理，因此裁决为无明显风险。,0.95,KelpDAO rsETH黑客事件后，Solana借贷协议稳定币利率和利用率普遍上升。,human_adjudicated
83,2026-04-20 09:09:59,韩国数字资产基本法立法再度延迟，交易所股权限制引发宪法争议 据朝鲜日报商业版报道，韩国数字资产第二阶段立法（《数字资产基本法》）推进再度受阻。执政党与在野党虽同意于4月27日召开国会国政调查委员会小委员会，但由于政府草案至今未能定稿，各方研判该法案正式讨论的可能性极低。最大争议焦点为限制数字资产交易所大股东持股比例的相关条款，韩国国会立法调查处已两度指出该条款存在违宪隐患，前宪法法院法官等法律界人士亦持相同立场。加之执政党5月初进行党团选举、6月举行地方选举，立法优先级进一步下降。相比之下，要求建立以银行为核心的韩元稳定币联盟条款，目前似乎正逐步获得接受。,0,low,[],无明显风险,新闻核心是立法进程延迟和条款争议，属于正常的政策讨论范畴，不构成任何实质性的风险事件。LLMa错误地将其标注为“监管与法律风险”且给出了超出0-10范围的分数，虚标了风险；LLMb虽然意图判断为低风险，但分数赋值和风险类型为空均不符合格式要求，且未明确标注为“无明显风险”。两条标注均未正确反映新闻的无风险性质，故全部否决。,0.95,韩国数字资产基本法立法延迟，股权限制条款涉违宪争议。,human_adjudicated
84,2026-04-20 09:06:38,"多军头子在回调后重新开仓价值 1 亿美元的 ETH 多单 链上分析师余烬Ember 在 X（原Twitter）表示，4 天前在高位止盈清仓价值 3.98 亿美元多单盈利 6847 万美元的多军头子，今天在回调后重新进场开多。目前通过 2 个钱包已经开了 4.4 万枚 ETH 多单，仓位价值 1 亿美元。开多成本价在 2,289 美元。",12,low,[],无明显风险,新闻描述了一名巨鲸在回调后重新开立价值1亿美元的ETH多单，属于正常的市场交易行为，未出现攻击、损失、监管或流动性异常等负面信号，整体风险较低。,0.9,巨鲸在回调后开仓1亿美元ETH多单，成本价2289美元。,agreement_candidate
85,2026-04-20 09:06:34,"Aave 冻结 rsETH，积极评估解决方案 据 Foresight News 报道，Aave 发推表示，分析显示以太坊主网上的 rsETH 具有完全抵押支持。出于谨慎考虑，rsETH 在 Aave V3 和 V4 上仍处于冻结状态，事件风险敞口已得到控制。

受影响市场（包括以太坊、Arbitrum、Base、Mantle 和 Linea）上的 WETH 储备也保持冻结。Aave 正在积极核实信息并评估潜在解决方案。",18,low,[],无明显风险,Aave主动冻结rsETH及相关WETH储备是预防性风险管理措施，且分析已确认有充分抵押，未发生实际损失或攻击，整体风险可控。,0.9,Aave因谨慎冻结rsETH和WETH储备，正在评估解决方案。,agreement_candidate
86,2026-04-20 09:05:13,"巨鲸出售9,765枚ETH换取2,246万美元USDC 据 OnchainLens 监测，今晨某巨鲸以 2,300 美元均价出售 9,765 枚 ETH，换取价值 2,246 万美元的 USDC，获利 238 万美元。

据 BlockBeats链上侦探报道，这位巨鲸目前仍持有 1,064 枚 ETH。",25,low,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,"新闻描述某巨鲸以均价2300美元出售9,765枚ETH换取USDC，获利238万美元，属于正常获利了结行为，未提及引发市场剧烈波动或项目异常，整体风险较低。",0.93,巨鲸出售9765枚ETH换取2246万美元USDC，获利238万美元。,agreement_candidate
87,2026-04-20 09:05:02,DeFi 协议 Fluid 推出 aWETH 赎回协议以降低清算风险 DeFi 协议 Fluid 官方宣布推出 aWETH 赎回协议。由于 Aave 平台上的 ETH 使用率已达 100%，许多借贷者无法提取资金，市场波动时风险增加。据 BlockBeats 报道，aWETH 赎回协议允许 ETH 借贷者赎回为 wstETH 或 weETH，立即恢复流动性，降低清算风险。用户仅借出 ETH 可完全赎回，若有抵押品和其他债务，抵押品将转换为 wstETH 或 weETH，债务不变。Fluid 与 Lido Finance、EtherFi 等合作伙伴合作，目标降低 DeFi 系统性风险，支持更健康的 DeFi 市场。协议初始容量限制为 10 亿美元 ETH。,5,low,[],无明显风险,新闻是关于DeFi协议Fluid推出新赎回协议，旨在帮助用户恢复流动性并降低清算风险，属于正常的协议升级和生态合作，未出现任何攻击、损失、监管或异常事件，整体风险极低。,0.98,Fluid推出aWETH赎回协议，允许ETH借贷者赎回资产以降低清算风险，初始容量10亿美元。,agreement_candidate
88,2026-04-20 08:44:04,Kelp DAO面临rsETH事件三种处理方案 据DefiLlama创始人0xngmi在X平台分析，Kelp DAO在rsETH事件中面临三种潜在处理路径：方案一，在所有用户间分摊损失，用户将面临18.5%的减值；方案二，将损失全部集中在L2的rsETH持有者身上，Aave利用资金库救助主网用户但放弃L2市场；方案三，使用攻击前快照向持有者返还资产，仅补偿黑客借出的部分，操作难度极大。,60,medium,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]",链上漏洞 / 攻击风险,新闻虽为第三方分析，但明确揭示了Kelp DAO的rsETH已发生安全事件并产生实际损失，因此‘链上漏洞/攻击风险’和‘偿付能力风险’均有直接事实支撑。LLMa的‘项目治理/团队异常风险’虽有一定合理性，但并非新闻核心风险，故不纳入最终类别。LLMa分数50（5分）偏低，LLMb分数75（7.5分）略高，鉴于损失已发生且影响面较显著但官方尚未确认最终方案，最终风险分数定为6分较为适中。,0.8,Kelp DAO rsETH事件出现三种处理方案，用户或承担18.5%减值。,human_adjudicated
89,2026-04-20 08:43:24,多种代币解锁计划公布，ZRO解锁占流通量5.34% 本周的代币解锁计划包括价值4165万美元的2571万枚ZRO，约占流通供应量的5.34%。据NS3报道，Tokenomist还列出了KAITO、MBG、SOSO、INIT、MON和H在4月20日至4月25日之间的解锁计划。,0,low,[],无明显风险,新闻内容为正常的代币解锁时间表公告，无实质性负面事件或已发生的风险。解锁计划本身不构成直接风险，除非新闻中有进一步的市场反应或恶意抛售证据。LLMa基于解锁量可能引发抛压的预测进行标注，属于过度联想，不符合严格基于事实的裁决原则；LLMb给出风险分数1分但未标注风险类别，且新闻无明显风险信号，故亦不合理。最终裁决为无明显风险，分数为0。,0.95,多个项目公布代币解锁计划，ZRO下周解锁占流通量5.34%。,human_adjudicated
90,2026-04-20 08:23:43,"以太坊稳定币平台 Reserve 监控 Kelp DAO LayerZero 桥攻击事件 以太坊上稳定币平台 Reserve 官方公告，正在密切监控 Kelp DAO 的 LayerZero 桥被攻击事件。

据 BlockBeats 报道，目前判断 Reserve DTF 持有者几乎不会受到影响。若主网上的 rsETH 被大幅贬值，Aave 可能会产生坏账，进而可能波及 Aave V3 的 USDC 抵押品。

Reserve 协议 USD3 和 eUSD 中的 RSR 质押者可能作为「第一损失资本」提供保护，但影响极小，且 RSR 超额抵押足以覆盖。

ETH+ 和 bsdETH 完全不含 rsETH 抵押品，为零风险。出于谨慎，Reserve 已临时暂停 eUSD 和 USD3 的铸造、再平衡，以及 RSR 解押。赎回功能仍正常开放，若用户需要 RSR 超额抵押保护，建议继续持有。",22,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻核心是Reserve公告监控Kelp DAO的LayerZero桥攻击事件，并评估其稳定币和衍生品受影响极小，RSR超额抵押可覆盖潜在损失。暂停部分操作仅为预防措施，未发生实际资产损失或脱锚，整体风险较低。,0.9,Reserve公告监控Kelp DAO桥攻击事件，称自身风险极低并暂停部分操作。,agreement_candidate
91,2026-04-20 08:21:16,市场情绪中立！CoinMarketCap 恐惧与贪婪指数下降 CoinMarketCap 的加密货币恐惧与贪婪指数下降了七点，降至 50，仍处于中立区间。据 NS3 报道，该指数使用 0-100 的量表，基于前十名加密货币的价格变动、波动性、衍生品数据、稳定币供应比率和 CoinMarketCap 搜索数据。,5,low,[],无明显风险,新闻仅反映市场情绪指数的日常波动，恐惧与贪婪指数仍处于中立区间，未出现任何负面事件或风险信号，整体风险极低。,0.95,恐惧与贪婪指数降至50，市场情绪保持中立。,agreement_candidate
92,2026-04-20 08:21:04,"比特币期货开盘下跌，反映周末现货市场走势 CME比特币期货开盘价为74,600美元，较前一个交易日的收盘价77,545美元下跌2,945美元。据NS3报道，这一差距反映了周末现货市场的走势，因为CME期货在周末不进行交易。",4,low,[],无明显风险,新闻仅描述比特币期货开盘价较前一交易日下跌，反映周末现货市场走势，属于正常市场波动，未出现安全事件、监管风险或系统异常，整体风险较低。,0.99,"CME比特币期货开盘下跌2,945美元，反映周末现货市场走势。",agreement_candidate
